id,param,scenario,dataset,region,x,units,value
1,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,1975,Ag Production (Mt),61.495932
2,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,1990,Ag Production (Mt),82.3949544
3,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2005,Ag Production (Mt),115.9781918
4,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2010,Ag Production (Mt),122.52323272675
5,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2015,Ag Production (Mt),142.5439235
6,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2020,Ag Production (Mt),163.72418298165
7,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2025,Ag Production (Mt),186.50584354866
8,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2030,Ag Production (Mt),210.93229248506
9,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2035,Ag Production (Mt),237.57699042808
10,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2040,Ag Production (Mt),266.76042812668
11,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2045,Ag Production (Mt),298.34081831792
12,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2050,Ag Production (Mt),331.06426563871
13,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2055,Ag Production (Mt),361.42867094323
14,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2060,Ag Production (Mt),391.068218531989
15,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2065,Ag Production (Mt),419.793789971882
16,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2070,Ag Production (Mt),447.038590613584
17,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2075,Ag Production (Mt),472.42079331649
18,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2080,Ag Production (Mt),495.565886085569
19,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2085,Ag Production (Mt),516.239774725598
20,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2090,Ag Production (Mt),533.770138378499
21,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2095,Ag Production (Mt),548.084696689501
22,agProdByCrop,GCAM_SSP2,gcamv7p0,Africa_Eastern,2100,Ag Production (Mt),559.790067524479
23,elecByTechTWh,GCAM_SSP2,gcamv7p0,Africa_Eastern,1990,Electricity Generation by Fuel (TWh),9.58334661111119
24,elecByTechTWh,GCAM_SSP2,gcamv7p0,Africa_Eastern,2005,Electricity Generation by Fuel (TWh),21.1543508055557
25,elecByTechTWh,GCAM_SSP2,gcamv7p0,Africa_Eastern,2010,Electricity Generation by Fuel (TWh),30.5888808944447
26,elecByTechTWh,GCAM_SSP2,gcamv7p0,Africa_Eastern,2015,Electricity Generation by Fuel (TWh),45.8371013250004
